,iter,time
0,1.0,31.073930978775024
1,2.0,62.295437812805176
2,3.0,497.5837969779968
3,4.0,811.3829717636108
4,5.0,1184.3481736183167
5,6.0,1336.497812986374
6,7.0,1641.1238057613373
7,8.0,1673.1526267528534
8,9.0,2076.9716906547546
9,10.0,2344.856909751892
